2002.06.01,00:00,0.93250,0.99150,0.93250,0.99110,25
2002.07.01,00:00,0.99107,1.01190,0.97270,0.97740,28
2002.08.01,00:00,0.98440,0.98620,0.96630,0.98180,26
2002.09.01,00:00,0.98190,0.99690,0.96918,0.98747,24
2002.10.01,00:00,0.98287,0.98977,0.97087,0.98977,27
2002.11.01,00:00,0.99630,1.01260,0.99047,0.99400,27
2002.12.01,00:00,0.99410,1.04350,0.99410,1.04330,27
2003.01.01,00:00,1.04890,1.08557,1.03610,1.07610,30
2003.02.01,00:00,1.07850,1.08828,1.06907,1.07960,26
2003.03.01,00:00,1.07970,1.10577,1.05210,1.09258,30
2003.04.01,00:00,1.09078,1.11738,1.06840,1.11738,27
2003.05.01,00:00,1.12370,1.19060,1.12260,1.17790,28
2003.06.01,00:00,1.17110,1.18730,1.14248,1.15058,26
2003.07.01,00:00,1.15617,1.15617,1.11737,1.12317,27
2003.08.01,00:00,1.12710,1.13868,1.08510,1.09910,26
2003.09.01,00:00,1.09688,1.16568,1.08088,1.16568,26
2003.10.01,00:00,1.17158,1.18108,1.15590,1.15790,27
2003.11.01,00:00,1.15860,1.19890,1.14078,1.19800,25
2003.12.01,00:00,1.19758,1.25770,1.19758,1.25770,27
2004.01.01,00:00,1.25450,1.28370,1.23518,1.24710,55
2004.02.01,00:00,1.24750,1.28368,1.24267,1.24810,52
2004.03.01,00:00,1.24438,1.24438,1.21170,1.23158,54
2004.04.01,00:00,1.23628,1.23628,1.18190,1.19770,52
2004.05.01,00:00,1.19810,1.22628,1.18197,1.21870,52
2004.06.01,00:00,1.22467,1.23208,1.20010,1.21988,52
2004.07.01,00:00,1.21603,1.24470,1.20155,1.20155,52
2004.08.01,00:00,1.20370,1.23700,1.20090,1.21828,54
2004.09.01,00:00,1.21888,1.24338,1.20540,1.24338,52
2004.10.01,00:00,1.24120,1.28065,1.22843,1.28055,50
2004.11.01,00:00,1.27544,1.32950,1.27268,1.32950,52
2004.12.01,00:00,1.33225,1.36418,1.32085,1.35640,54
2005.01.01,00:00,1.35560,1.35795,1.29195,1.30383,783306
2005.02.01,00:00,1.30383,1.32788,1.27330,1.32283,651006
2005.03.01,00:00,1.32293,1.34803,1.28578,1.29628,714107
2005.04.01,00:00,1.29628,1.31248,1.27664,1.28680,715548
2005.05.01,00:00,1.28640,1.29890,1.22961,1.23031,646304
2005.06.01,00:00,1.23031,1.23523,1.19828,1.21078,799248
2005.07.01,00:00,1.21078,1.22548,1.18690,1.21190,782292
2005.08.01,00:00,1.21190,1.24863,1.21150,1.23465,846972
2005.09.01,00:00,1.23455,1.25890,1.19793,1.20230,822826
2005.10.01,00:00,1.20230,1.22035,1.18754,1.19919,775113
2005.11.01,00:00,1.19919,1.20843,1.16400,1.17875,783922
2005.12.01,00:00,1.17875,1.20613,1.16605,1.18440,723923
2006.01.01,00:00,1.18460,1.23230,1.18000,1.21556,475933
2006.02.01,00:00,1.21556,1.21633,1.18230,1.19211,189914
2006.03.01,00:00,1.19221,1.22063,1.18611,1.21140,235306
2006.04.01,00:00,1.21130,1.26370,1.20340,1.26220,216093
2006.05.01,00:00,1.26220,1.29657,1.25568,1.28099,391590
2006.06.01,00:00,1.28084,1.29788,1.24787,1.27870,349169
2006.07.01,00:00,1.27850,1.28668,1.24569,1.27666,297649
2006.08.01,00:00,1.27646,1.29378,1.26943,1.28125,304661
2006.09.01,00:00,1.28115,1.28736,1.26265,1.26705,287219
2006.10.01,00:00,1.26725,1.27832,1.24828,1.27616,314036
2006.11.01,00:00,1.27616,1.32741,1.26835,1.32425,351146
2006.12.01,00:00,1.32420,1.33655,1.30527,1.31937,481862
2007.01.01,00:00,1.31955,1.32962,1.28626,1.30320,623780
2007.02.01,00:00,1.30319,1.32588,1.29137,1.32288,455471
2007.03.01,00:00,1.32278,1.34110,1.30723,1.33505,428215
2007.04.01,00:00,1.33605,1.36787,1.33194,1.36478,414207
2007.05.01,00:00,1.36465,1.36728,1.34073,1.34529,538232
2007.06.01,00:00,1.34527,1.35539,1.32620,1.35375,357590
2007.07.01,00:00,1.35315,1.38519,1.35265,1.36837,365681
2007.08.01,00:00,1.36823,1.38383,1.33610,1.36255,538674
2007.09.01,00:00,1.36295,1.42784,1.35515,1.42715,371412
2007.10.01,00:00,1.42715,1.45039,1.40149,1.44867,483202
2007.11.01,00:00,1.44873,1.49680,1.44040,1.46295,655121
2007.12.01,00:00,1.46335,1.47707,1.43103,1.45880,518870
2008.01.01,00:00,1.45875,1.49222,1.43661,1.48601,777212
2008.02.01,00:00,1.48601,1.52388,1.44390,1.51746,714055
2008.03.01,00:00,1.51822,1.59045,1.51456,1.57881,774681
2008.04.01,00:00,1.57876,1.60192,1.55105,1.56223,816316
2008.05.01,00:00,1.56213,1.58178,1.52849,1.55499,711461
2008.06.01,00:00,1.55515,1.58430,1.53036,1.57558,767653
2008.07.01,00:00,1.57551,1.60386,1.55217,1.56035,911702
2008.08.01,00:00,1.56035,1.56309,1.45715,1.46885,964673
2008.09.01,00:00,1.46880,1.48660,1.38827,1.40919,1191662
2008.10.01,00:00,1.40919,1.41741,1.23296,1.27173,2388641
2008.11.01,00:00,1.27152,1.31163,1.23886,1.27115,2434568
2008.12.01,00:00,1.27115,1.47201,1.25492,1.39719,2134132
2009.01.01,00:00,1.39755,1.40525,1.27593,1.28087,2017998
2009.02.01,00:00,1.28065,1.30937,1.25131,1.26676,1798633
2009.03.01,00:00,1.26632,1.37387,1.24560,1.32506,1943850
2009.04.01,00:00,1.32493,1.35823,1.28852,1.32296,1588631
2009.05.01,00:00,1.32289,1.41690,1.32128,1.41430,1739097
2009.06.01,00:00,1.41430,1.43384,1.37479,1.40325,1577262
2009.07.01,00:00,1.40336,1.43043,1.38325,1.42531,1209847
2009.08.01,00:00,1.42668,1.44474,1.40454,1.43337,1053424
2009.09.01,00:00,1.43353,1.48443,1.41776,1.46427,1162199
2009.10.01,00:00,1.46436,1.50632,1.44803,1.47115,1282052
2009.11.01,00:00,1.47218,1.51438,1.46265,1.50043,1038591
2009.12.01,00:00,1.50039,1.51409,1.42170,1.43212,854230
2010.01.01,00:00,1.43080,1.45789,1.38520,1.38643,965671
2010.02.01,00:00,1.38651,1.40262,1.34435,1.36238,1046195
2010.03.01,00:00,1.36244,1.38179,1.32664,1.35088,1036139
2010.04.01,00:00,1.35092,1.36917,1.31141,1.32905,957564
2010.05.01,00:00,1.32860,1.33566,1.21448,1.23053,1830485
2010.06.01,00:00,1.23059,1.24784,1.18763,1.22370,1328116
2010.07.01,00:00,1.22359,1.31062,1.21933,1.30476,1066796
2010.08.01,00:00,1.30461,1.33350,1.25876,1.26797,1007765
2010.09.01,00:00,1.26803,1.36834,1.26441,1.36348,1025220
2010.10.01,00:00,1.36352,1.41589,1.36192,1.39595,1286755
2010.11.01,00:00,1.39597,1.42820,1.29689,1.29821,1513793
2010.12.01,00:00,1.29825,1.34981,1.29712,1.33796,1100799
2011.01.01,00:00,1.33775,1.37584,1.28592,1.36935,1255924
2011.02.01,00:00,1.36938,1.38614,1.34288,1.38063,844051
2011.03.01,00:00,1.38061,1.42482,1.37431,1.41566,919221
2011.04.01,00:00,1.41568,1.48818,1.40619,1.48034,791943
2011.05.01,00:00,1.48034,1.49399,1.39695,1.43962,1271351
2011.06.01,00:00,1.43965,1.46961,1.40737,1.45016,1218507
2011.07.01,00:00,1.45013,1.45777,1.38369,1.43799,1160712
2011.08.01,00:00,1.43796,1.45485,1.40552,1.43694,1473864
2011.09.01,00:00,1.43697,1.43859,1.33624,1.33810,1367270
2011.10.01,00:00,1.33835,1.42471,1.31456,1.38575,1345690
2011.11.01,00:00,1.38579,1.38711,1.32120,1.34456,1303081
2011.12.01,00:00,1.34453,1.35446,1.28581,1.29579,753445
2012.01.01,00:00,1.29485,1.32304,1.26240,1.30835,745084
2012.02.01,00:00,1.30831,1.34863,1.29743,1.33241,758488
2012.03.01,00:00,1.33238,1.33852,1.30041,1.33384,639764
2012.04.01,00:00,1.33444,1.33801,1.29949,1.32390,592902
2012.05.01,00:00,1.32393,1.32836,1.23363,1.23652,796041
2012.06.01,00:00,1.23654,1.27475,1.22883,1.26603,904468
2012.07.01,00:00,1.26659,1.26770,1.20422,1.23040,788288
2012.08.01,00:00,1.23037,1.26374,1.21335,1.25745,908892
2012.09.01,00:00,1.25720,1.31718,1.25015,1.28462,844416
2012.10.01,00:00,1.28466,1.31392,1.28038,1.29598,799381
2012.11.01,00:00,1.29601,1.30274,1.26577,1.29836,781888
2012.12.01,00:00,1.29836,1.33076,1.28761,1.31972,823096
2013.01.01,00:00,1.32072,1.35943,1.29974,1.35772,1534913
2013.02.01,00:00,1.35771,1.37107,1.30184,1.30562,2747923
2013.03.01,00:00,1.30563,1.31343,1.27507,1.28173,3431346
2013.04.01,00:00,1.28028,1.32014,1.27451,1.31666,2214824
2013.05.01,00:00,1.31669,1.32425,1.27962,1.29946,2283173
2013.06.01,00:00,1.29929,1.34159,1.29553,1.30081,2251520
2013.07.01,00:00,1.30097,1.33449,1.27550,1.33014,1969966
2013.08.01,00:00,1.33014,1.34518,1.31733,1.32193,1572837
2013.09.01,00:00,1.32100,1.35684,1.31052,1.35252,1250821
2013.10.01,00:00,1.35254,1.38325,1.34724,1.35834,1489758
2013.11.01,00:00,1.35834,1.36215,1.32947,1.35905,1581587
2013.12.01,00:00,1.35863,1.38940,1.35242,1.37877,1399053
2014.01.01,00:00,1.37460,1.37753,1.34788,1.34822,1634708
2014.02.01,00:00,1.34813,1.38247,1.34767,1.37999,1271567
2014.03.01,00:00,1.37593,1.39664,1.37042,1.37688,1301283
2014.04.01,00:00,1.37707,1.39055,1.36726,1.38674,1143960
2014.05.01,00:00,1.38660,1.39934,1.35860,1.36291,984641
2014.06.01,00:00,1.36356,1.36978,1.35033,1.36915,922836
2014.07.01,00:00,1.36916,1.37004,1.33669,1.33895,746728
2014.08.01,00:00,1.33880,1.34445,1.31309,1.31321,387508
2014.09.01,00:00,1.31271,1.31598,1.25711,1.26295,386252
2014.10.01,00:00,1.26278,1.28860,1.24857,1.25231,773839
2014.11.01,00:00,1.25049,1.25984,1.23576,1.24477,689681
2014.12.01,00:00,1.24631,1.25694,1.21645,1.21934,569224
