2008.08.15,00:00,1.48256,1.48256,1.46589,1.46817,46550
2008.08.17,00:00,1.46786,1.46805,1.46385,1.46724,591
2008.08.18,00:00,1.46724,1.47678,1.46661,1.46946,40745
2008.08.19,00:00,1.46946,1.47929,1.46302,1.47748,41944
2008.08.20,00:00,1.47751,1.48060,1.46725,1.47475,39884
2008.08.21,00:00,1.47475,1.49036,1.47315,1.48998,42268
2008.08.22,00:00,1.49003,1.49082,1.47585,1.47891,40308
2008.08.24,00:00,1.47790,1.47815,1.47720,1.47800,109
2008.08.25,00:00,1.47800,1.48085,1.46964,1.47543,30319
2008.08.26,00:00,1.47543,1.47601,1.45715,1.46531,49502
2008.08.27,00:00,1.46531,1.47770,1.46329,1.47271,43823
2008.08.28,00:00,1.47271,1.48111,1.46720,1.47067,51274
2008.08.29,00:00,1.47072,1.47671,1.46402,1.46695,36188
2008.08.31,00:00,1.46915,1.47190,1.46775,1.46885,1009
2008.09.01,00:00,1.46880,1.47140,1.45818,1.46179,30574
2008.09.02,00:00,1.46179,1.46179,1.44667,1.45191,43808
2008.09.03,00:00,1.45194,1.45315,1.43849,1.44981,44022
2008.09.04,00:00,1.44981,1.45441,1.43154,1.43255,46016
2008.09.05,00:00,1.43255,1.43487,1.41959,1.42640,54397
2008.09.07,00:00,1.42677,1.43366,1.42617,1.43306,1629
2008.09.08,00:00,1.43310,1.44293,1.40538,1.41294,52213
2008.09.09,00:00,1.41294,1.42263,1.40472,1.41318,56533
2008.09.10,00:00,1.41318,1.41790,1.39891,1.39982,53137
2008.09.11,00:00,1.39982,1.40003,1.38827,1.39972,54817
2008.09.12,00:00,1.39972,1.42286,1.39732,1.42220,48171
2008.09.13,00:00,1.42245,1.42245,1.42245,1.42245,2
2008.09.14,00:00,1.42595,1.43441,1.42490,1.43435,3110
2008.09.15,00:00,1.43405,1.44805,1.40849,1.42419,70805
2008.09.16,00:00,1.42419,1.43094,1.40700,1.41307,63039
2008.09.17,00:00,1.41295,1.43840,1.40753,1.43261,63333
2008.09.18,00:00,1.43261,1.45415,1.42780,1.43489,63436
2008.09.19,00:00,1.43489,1.44942,1.41515,1.44633,57102
2008.09.20,00:00,1.44622,1.44622,1.44622,1.44622,2
2008.09.21,00:00,1.44695,1.44966,1.44600,1.44815,578
2008.09.22,00:00,1.44815,1.48660,1.44355,1.47763,55133
2008.09.23,00:00,1.47763,1.48253,1.46225,1.46484,57130
2008.09.24,00:00,1.46484,1.47462,1.46105,1.46215,50955
2008.09.25,00:00,1.46215,1.47682,1.45610,1.46091,55961
2008.09.26,00:00,1.46091,1.46788,1.45543,1.46081,49044
2008.09.28,00:00,1.46037,1.46315,1.45497,1.45517,734
2008.09.29,00:00,1.45522,1.45713,1.43033,1.44307,58943
2008.09.30,00:00,1.44307,1.44337,1.40097,1.40919,57038
2008.10.01,00:00,1.40919,1.41741,1.39749,1.40087,59481
2008.10.02,00:00,1.40087,1.40322,1.37477,1.38201,66303
2008.10.03,00:00,1.38201,1.39080,1.37017,1.37690,66288
2008.10.04,00:00,1.37705,1.37705,1.37705,1.37705,1
2008.10.05,00:00,1.37655,1.37655,1.36080,1.36700,2356
2008.10.06,00:00,1.36675,1.37049,1.34431,1.34985,67755
2008.10.07,00:00,1.34985,1.37420,1.34798,1.35884,69716
2008.10.08,00:00,1.35884,1.37557,1.35440,1.36525,77257
2008.10.09,00:00,1.36525,1.37849,1.35804,1.36039,65146
2008.10.10,00:00,1.36059,1.36503,1.32551,1.33987,76636
2008.10.11,00:00,1.33987,1.33987,1.33933,1.33933,6
2008.10.12,00:00,1.34098,1.35905,1.34098,1.35715,2037
2008.10.13,00:00,1.35706,1.36831,1.34575,1.35828,69110
2008.10.14,00:00,1.35828,1.37694,1.35747,1.36184,82913
2008.10.15,00:00,1.36184,1.36883,1.34840,1.34987,82789
2008.10.16,00:00,1.34987,1.35396,1.33449,1.34553,87211
2008.10.17,00:00,1.34553,1.35177,1.33868,1.34043,110190
2008.10.19,00:00,1.33993,1.34255,1.33903,1.34220,383
2008.10.20,00:00,1.34248,1.35299,1.32878,1.33432,97195
2008.10.21,00:00,1.33432,1.33583,1.30514,1.30628,102697
2008.10.22,00:00,1.30628,1.30773,1.27429,1.28556,142841
2008.10.23,00:00,1.28585,1.29356,1.27287,1.29339,149917
2008.10.24,00:00,1.29337,1.30042,1.24968,1.26170,182742
2008.10.26,00:00,1.26097,1.26105,1.25545,1.25545,548
2008.10.27,00:00,1.25535,1.26863,1.23350,1.24939,104315
2008.10.28,00:00,1.24939,1.27446,1.23296,1.26819,133631
2008.10.29,00:00,1.26801,1.29922,1.26255,1.29599,175574
2008.10.30,00:00,1.29644,1.32967,1.28046,1.29139,160929
2008.10.31,00:00,1.29139,1.29211,1.26666,1.27173,152674
2008.11.02,00:00,1.27152,1.27829,1.27152,1.27439,918
2008.11.03,00:00,1.27444,1.28978,1.25953,1.26429,96488
2008.11.04,00:00,1.26429,1.30482,1.25270,1.29805,120004
2008.11.05,00:00,1.29810,1.31163,1.27931,1.29552,135355
2008.11.06,00:00,1.29552,1.29562,1.26799,1.27154,131053
2008.11.07,00:00,1.27139,1.28509,1.26526,1.27144,115625
2008.11.08,00:00,1.27119,1.27120,1.27119,1.27120,2
2008.11.09,00:00,1.27150,1.28185,1.27075,1.28120,679
2008.11.10,00:00,1.28135,1.29268,1.27181,1.27508,114612
2008.11.11,00:00,1.27508,1.27999,1.25070,1.25230,108687
2008.11.12,00:00,1.25230,1.26319,1.24653,1.25055,129339
2008.11.13,00:00,1.25055,1.28563,1.23886,1.27685,167741
2008.11.14,00:00,1.27685,1.28302,1.25684,1.26007,160998
2008.11.16,00:00,1.25911,1.25947,1.25315,1.25321,1291
2008.11.17,00:00,1.25326,1.27420,1.25120,1.26508,119564
2008.11.18,00:00,1.26508,1.27004,1.25667,1.26183,114657
2008.11.19,00:00,1.26181,1.28143,1.24837,1.24889,123038
2008.11.20,00:00,1.24884,1.25935,1.24323,1.24532,127664
2008.11.21,00:00,1.24532,1.26377,1.24212,1.25833,122467
2008.11.23,00:00,1.25783,1.25933,1.25658,1.25868,603
2008.11.24,00:00,1.25868,1.29568,1.25652,1.29568,124579
2008.11.25,00:00,1.29550,1.30816,1.28040,1.30645,120577
2008.11.26,00:00,1.30673,1.30706,1.28183,1.28792,116095
2008.11.27,00:00,1.28792,1.29682,1.28598,1.29037,81362
2008.11.28,00:00,1.29045,1.29564,1.26457,1.26869,100966
2008.11.29,00:00,1.26869,1.26869,1.26869,1.26869,1
2008.11.30,00:00,1.26819,1.27175,1.26819,1.27115,203
