Date,Time,Open,High,Low,Close,Volume,OpenInt
2014-10-13,01:00:00,1.4549,1.46072,1.45444,1.46063,0,0
2014-10-13,02:00:00,1.46077,1.46137,1.45617,1.45665,0,0
2014-10-13,03:00:00,1.45663,1.46034,1.45448,1.45486,0,0
2014-10-13,04:00:00,1.45488,1.45619,1.45285,1.45374,0,0
2014-10-13,05:00:00,1.45379,1.45474,1.45109,1.45364,0,0
2014-10-13,06:00:00,1.45381,1.45484,1.45284,1.45331,0,0
2014-10-13,07:00:00,1.45333,1.45334,1.45141,1.45193,0,0
2014-10-13,08:00:00,1.45195,1.45258,1.45125,1.45169,0,0
2014-10-13,09:00:00,1.45162,1.45476,1.45119,1.45253,0,0
2014-10-13,10:00:00,1.45246,1.4531,1.45157,1.45205,0,0
2014-10-13,11:00:00,1.45211,1.45301,1.45116,1.45172,0,0
2014-10-13,12:00:00,1.45175,1.45198,1.44924,1.45003,0,0
2014-10-13,13:00:00,1.44999,1.45049,1.44764,1.44908,0,0
2014-10-13,14:00:00,1.44898,1.4493,1.44751,1.44919,0,0
2014-10-13,15:00:00,1.44914,1.44924,1.44592,1.44657,0,0
2014-10-13,16:00:00,1.44659,1.44778,1.44496,1.44521,0,0
2014-10-13,17:00:00,1.44511,1.44953,1.44474,1.44896,0,0
2014-10-13,18:00:00,1.44861,1.44984,1.44701,1.44815,0,0
2014-10-13,19:00:00,1.448,1.44854,1.44629,1.4467,0,0
2014-10-13,20:00:00,1.44666,1.44709,1.44533,1.44682,0,0
2014-10-13,21:00:00,1.44674,1.44782,1.44591,1.44754,0,0
2014-10-13,22:00:00,1.4475,1.44971,1.44631,1.44965,0,0
2014-10-13,23:00:00,1.44965,1.45449,1.44896,1.45389,0,0
2014-10-13,23:59:00,1.45389,1.45584,1.45304,1.45487,0,0
2014-10-14,01:00:00,1.45487,1.45512,1.45348,1.45456,0,0
2014-10-14,02:00:00,1.45447,1.45566,1.45314,1.45339,0,0
2014-10-14,03:00:00,1.45341,1.45549,1.45306,1.45423,0,0
2014-10-14,04:00:00,1.45426,1.45475,1.44872,1.44918,0,0
2014-10-14,05:00:00,1.4492,1.44931,1.44454,1.44562,0,0
2014-10-14,06:00:00,1.44562,1.44662,1.44441,1.44656,0,0
2014-10-14,07:00:00,1.4466,1.4474,1.44594,1.44651,0,0
2014-10-14,08:00:00,1.44651,1.44865,1.44594,1.44717,0,0
2014-10-14,09:00:00,1.44729,1.44932,1.4468,1.44773,0,0
2014-10-14,10:00:00,1.44775,1.45034,1.44696,1.45024,0,0
2014-10-14,11:00:00,1.45031,1.45269,1.44932,1.4495,0,0
2014-10-14,12:00:00,1.44953,1.45022,1.44702,1.44902,0,0
2014-10-14,13:00:00,1.4489,1.45038,1.44776,1.44802,0,0
2014-10-14,14:00:00,1.44793,1.45042,1.44785,1.44805,0,0
2014-10-14,15:00:00,1.44817,1.44867,1.44601,1.44637,0,0
2014-10-14,16:00:00,1.44623,1.45063,1.44619,1.45063,0,0
2014-10-14,17:00:00,1.45057,1.45293,1.4499,1.45174,0,0
2014-10-14,18:00:00,1.45145,1.45237,1.4506,1.45087,0,0
2014-10-14,19:00:00,1.4509,1.45183,1.44964,1.45053,0,0
2014-10-14,20:00:00,1.45044,1.45104,1.44995,1.45044,0,0
2014-10-14,21:00:00,1.45046,1.45302,1.44916,1.45254,0,0
2014-10-14,22:00:00,1.45242,1.45438,1.45176,1.45368,0,0
2014-10-14,23:00:00,1.4535,1.45408,1.45252,1.4526,0,0
2014-10-14,23:59:00,1.45265,1.45303,1.45137,1.45192,0,0
2014-10-15,01:00:00,1.45184,1.45285,1.45106,1.45196,0,0
2014-10-15,02:00:00,1.45195,1.45321,1.45107,1.45153,0,0
2014-10-15,03:00:00,1.45159,1.45532,1.45155,1.45494,0,0
2014-10-15,04:00:00,1.45493,1.45556,1.45052,1.45155,0,0
2014-10-15,05:00:00,1.45154,1.45288,1.45082,1.45185,0,0
2014-10-15,06:00:00,1.45186,1.45191,1.45004,1.45071,0,0
2014-10-15,07:00:00,1.45067,1.45164,1.44949,1.4497,0,0
2014-10-15,08:00:00,1.44953,1.45028,1.44753,1.44787,0,0
2014-10-15,09:00:00,1.44772,1.44886,1.44598,1.44736,0,0
2014-10-15,10:00:00,1.4475,1.44939,1.4471,1.44893,0,0
2014-10-15,11:00:00,1.44914,1.45253,1.44888,1.45029,0,0
2014-10-15,12:00:00,1.45029,1.45359,1.44854,1.45145,0,0
2014-10-15,13:00:00,1.45142,1.45142,1.4488,1.44928,0,0
2014-10-15,14:00:00,1.44917,1.45349,1.44878,1.45256,0,0
2014-10-15,15:00:00,1.45254,1.45378,1.45107,1.45314,0,0
2014-10-15,16:00:00,1.45304,1.45578,1.45017,1.4522,0,0
2014-10-15,17:00:00,1.45189,1.45396,1.45041,1.45243,0,0
2014-10-15,18:00:00,1.45241,1.45523,1.44995,1.45325,0,0
2014-10-15,19:00:00,1.45337,1.45656,1.45333,1.45585,0,0
2014-10-15,20:00:00,1.45597,1.46635,1.45597,1.46297,0,0
2014-10-15,21:00:00,1.46307,1.46428,1.45633,1.45663,0,0
2014-10-15,22:00:00,1.45653,1.45725,1.45245,1.45285,0,0
2014-10-15,23:00:00,1.45314,1.45493,1.4521,1.45413,0,0
2014-10-15,23:59:00,1.45419,1.45597,1.45365,1.45478,0,0
2014-10-16,01:00:00,1.45495,1.4574,1.45447,1.4574,0,0
2014-10-16,02:00:00,1.45734,1.45995,1.45663,1.45816,0,0
2014-10-16,03:00:00,1.45814,1.45951,1.4564,1.45851,0,0
2014-10-16,04:00:00,1.45841,1.45962,1.45679,1.45719,0,0
2014-10-16,05:00:00,1.45713,1.4601,1.45708,1.45832,0,0
2014-10-16,06:00:00,1.45827,1.45942,1.45766,1.45869,0,0
2014-10-16,07:00:00,1.45872,1.45939,1.45839,1.45915,0,0
