Date,Time,Open,High,Low,Close,Volume,OpenInt
2014-10-13,01:00:00,135.725,135.785,135.552,135.686,0,0
2014-10-13,02:00:00,135.688,135.771,135.604,135.666,0,0
2014-10-13,03:00:00,135.666,135.695,135.534,135.613,0,0
2014-10-13,04:00:00,135.613,135.954,135.576,135.948,0,0
2014-10-13,05:00:00,135.942,135.993,135.831,135.963,0,0
2014-10-13,06:00:00,135.969,136.009,135.919,135.991,0,0
2014-10-13,07:00:00,135.988,135.989,135.884,135.931,0,0
2014-10-13,08:00:00,135.931,135.957,135.883,135.927,0,0
2014-10-13,09:00:00,135.927,136.086,135.897,135.924,0,0
2014-10-13,10:00:00,135.92,136.021,135.87,135.981,0,0
2014-10-13,11:00:00,135.98,136.291,135.94,136.271,0,0
2014-10-13,12:00:00,136.272,136.272,136.018,136.117,0,0
2014-10-13,13:00:00,136.127,136.23,136.105,136.206,0,0
2014-10-13,14:00:00,136.2,136.223,136.043,136.067,0,0
2014-10-13,15:00:00,136.073,136.093,135.93,136.054,0,0
2014-10-13,16:00:00,136.053,136.293,135.999,136.11,0,0
2014-10-13,17:00:00,136.108,136.157,136.036,136.12,0,0
2014-10-13,18:00:00,136.109,136.255,136.044,136.207,0,0
2014-10-13,19:00:00,136.207,136.242,136.103,136.108,0,0
2014-10-13,20:00:00,136.1,136.138,135.998,136.079,0,0
2014-10-13,21:00:00,136.073,136.133,136.043,136.073,0,0
2014-10-13,22:00:00,136.071,136.08,135.875,135.886,0,0
2014-10-13,23:00:00,135.881,136.305,135.881,136.217,0,0
2014-10-13,23:59:00,136.204,136.373,136.147,136.305,0,0
2014-10-14,01:00:00,136.301,136.356,136.222,136.259,0,0
2014-10-14,02:00:00,136.257,136.339,136.188,136.191,0,0
2014-10-14,03:00:00,136.189,136.296,136.144,136.213,0,0
2014-10-14,04:00:00,136.215,136.481,136.192,136.454,0,0
2014-10-14,05:00:00,136.458,136.538,136.407,136.469,0,0
2014-10-14,06:00:00,136.469,136.486,136.281,136.379,0,0
2014-10-14,07:00:00,136.384,136.42,136.253,136.315,0,0
2014-10-14,08:00:00,136.319,136.378,136.208,136.272,0,0
2014-10-14,09:00:00,136.267,136.267,136.092,136.132,0,0
2014-10-14,10:00:00,136.121,136.184,136.005,136.177,0,0
2014-10-14,11:00:00,136.194,136.253,135.626,135.626,0,0
2014-10-14,12:00:00,135.629,135.651,135.093,135.108,0,0
2014-10-14,13:00:00,135.105,135.451,135.093,135.219,0,0
2014-10-14,14:00:00,135.218,135.245,135.028,135.2,0,0
2014-10-14,15:00:00,135.196,135.541,135.176,135.329,0,0
2014-10-14,16:00:00,135.329,135.55,135.327,135.414,0,0
2014-10-14,17:00:00,135.41,135.651,135.367,135.594,0,0
2014-10-14,18:00:00,135.598,135.69,135.575,135.649,0,0
2014-10-14,19:00:00,135.651,135.684,135.535,135.536,0,0
2014-10-14,20:00:00,135.532,135.569,135.459,135.493,0,0
2014-10-14,21:00:00,135.497,135.503,135.226,135.247,0,0
2014-10-14,22:00:00,135.245,135.42,135.152,135.42,0,0
2014-10-14,23:00:00,135.403,135.532,135.361,135.484,0,0
2014-10-14,23:59:00,135.483,135.62,135.42,135.606,0,0
2014-10-15,01:00:00,135.596,135.673,135.508,135.611,0,0
2014-10-15,02:00:00,135.609,135.676,135.548,135.657,0,0
2014-10-15,03:00:00,135.66,135.675,135.52,135.524,0,0
2014-10-15,04:00:00,135.517,135.524,135.235,135.339,0,0
2014-10-15,05:00:00,135.338,135.441,135.261,135.353,0,0
2014-10-15,06:00:00,135.358,135.576,135.341,135.524,0,0
2014-10-15,07:00:00,135.529,135.657,135.518,135.572,0,0
2014-10-15,08:00:00,135.575,135.696,135.534,135.63,0,0
2014-10-15,09:00:00,135.627,136.045,135.608,135.955,0,0
2014-10-15,10:00:00,135.967,136.021,135.599,135.61,0,0
2014-10-15,11:00:00,135.6,135.85,135.506,135.592,0,0
2014-10-15,12:00:00,135.585,135.784,135.488,135.711,0,0
