Date,Time,Open,High,Low,Close,Volume,OpenInt
2014-10-13,01:00:00,0.68739,0.68755,0.68459,0.68465,0,0
2014-10-13,02:00:00,0.68463,0.68673,0.68429,0.68649,0,0
2014-10-13,03:00:00,0.68651,0.68753,0.68479,0.68732,0,0
2014-10-13,04:00:00,0.68735,0.6883,0.68672,0.68795,0,0
2014-10-13,05:00:00,0.68788,0.68914,0.68754,0.68793,0,0
2014-10-13,06:00:00,0.68793,0.68831,0.68736,0.68809,0,0
2014-10-13,07:00:00,0.68808,0.68899,0.68807,0.68874,0,0
2014-10-13,08:00:00,0.68874,0.68906,0.68843,0.68885,0,0
2014-10-13,09:00:00,0.68885,0.68909,0.68741,0.6884,0,0
2014-10-13,10:00:00,0.68846,0.68891,0.68818,0.68867,0,0
2014-10-13,11:00:00,0.68868,0.68911,0.68823,0.68888,0,0
2014-10-13,12:00:00,0.68884,0.69002,0.68871,0.68964,0,0
2014-10-13,13:00:00,0.68964,0.69078,0.68942,0.69014,0,0
2014-10-13,14:00:00,0.69009,0.69084,0.68999,0.69004,0,0
2014-10-13,15:00:00,0.69004,0.69158,0.69002,0.69127,0,0
2014-10-13,16:00:00,0.69129,0.69206,0.69071,0.69193,0,0
2014-10-13,17:00:00,0.69194,0.69217,0.68988,0.6901,0,0
2014-10-13,18:00:00,0.69015,0.69108,0.68973,0.69053,0,0
2014-10-13,19:00:00,0.69053,0.69143,0.69035,0.69121,0,0
2014-10-13,20:00:00,0.69123,0.69188,0.69104,0.69117,0,0
2014-10-13,21:00:00,0.69117,0.69161,0.69069,0.69083,0,0
2014-10-13,22:00:00,0.69083,0.69142,0.68979,0.68979,0,0
2014-10-13,23:00:00,0.68982,0.69015,0.68753,0.68779,0,0
2014-10-13,23:59:00,0.68781,0.68813,0.68689,0.68741,0,0
2014-10-14,01:00:00,0.68738,0.688,0.68725,0.68753,0,0
2014-10-14,02:00:00,0.68749,0.68817,0.68698,0.68804,0,0
2014-10-14,03:00:00,0.68804,0.6882,0.68705,0.6877,0,0
2014-10-14,04:00:00,0.68765,0.69026,0.6874,0.69003,0,0
2014-10-14,05:00:00,0.69004,0.69226,0.68998,0.69174,0,0
2014-10-14,06:00:00,0.69174,0.69232,0.69127,0.69129,0,0
2014-10-14,07:00:00,0.69129,0.69159,0.69089,0.69136,0,0
2014-10-14,08:00:00,0.69132,0.69159,0.6903,0.69095,0,0
2014-10-14,09:00:00,0.69101,0.69118,0.68998,0.69074,0,0
2014-10-14,10:00:00,0.69074,0.69111,0.68949,0.68954,0,0
2014-10-14,11:00:00,0.68954,0.68998,0.68838,0.68988,0,0
2014-10-14,12:00:00,0.68989,0.69107,0.68955,0.69008,0,0
2014-10-14,13:00:00,0.69012,0.69072,0.68947,0.6906,0,0
2014-10-14,14:00:00,0.6906,0.69068,0.68946,0.69055,0,0
2014-10-14,15:00:00,0.69058,0.69156,0.69029,0.6914,0,0
2014-10-14,16:00:00,0.69139,0.69147,0.68941,0.68944,0,0
2014-10-14,17:00:00,0.68936,0.6897,0.68826,0.68877,0,0
2014-10-14,18:00:00,0.68883,0.68937,0.68853,0.68928,0,0
2014-10-14,19:00:00,0.68929,0.68983,0.68879,0.68941,0,0
2014-10-14,20:00:00,0.6894,0.68966,0.68916,0.68946,0,0
2014-10-14,21:00:00,0.68944,0.69006,0.68822,0.68847,0,0
2014-10-14,22:00:00,0.68845,0.68882,0.68758,0.68793,0,0
2014-10-14,23:00:00,0.68791,0.68846,0.68772,0.68846,0,0
2014-10-14,23:59:00,0.68842,0.68901,0.68822,0.68876,0,0
2014-10-15,01:00:00,0.68886,0.68915,0.68831,0.68876,0,0
2014-10-15,02:00:00,0.68873,0.68915,0.68814,0.68896,0,0
2014-10-15,03:00:00,0.68893,0.68893,0.68714,0.68732,0,0
2014-10-15,04:00:00,0.68731,0.68941,0.68702,0.68892,0,0
2014-10-15,05:00:00,0.68892,0.68926,0.68829,0.68878,0,0
2014-10-15,06:00:00,0.68878,0.68964,0.68875,0.68933,0,0
2014-10-15,07:00:00,0.68932,0.6899,0.68887,0.68977,0,0
2014-10-15,08:00:00,0.6898,0.69083,0.68952,0.6906,0,0
2014-10-15,09:00:00,0.69067,0.69157,0.6902,0.69089,0,0
2014-10-15,10:00:00,0.69092,0.69104,0.68995,0.69016,0,0
2014-10-15,11:00:00,0.69016,0.69019,0.68849,0.68952,0,0
2014-10-15,12:00:00,0.68952,0.69035,0.68795,0.68897,0,0
2014-10-15,13:00:00,0.68897,0.69022,0.68897,0.68996,0,0
2014-10-15,14:00:00,0.69,0.69023,0.688,0.68848,0,0
2014-10-15,15:00:00,0.68844,0.68914,0.68786,0.68814,0,0
2014-10-15,16:00:00,0.68817,0.68957,0.68692,0.68869,0,0
2014-10-15,17:00:00,0.68861,0.68946,0.68778,0.68848,0,0
2014-10-15,18:00:00,0.6885,0.68968,0.68718,0.68819,0,0
2014-10-15,19:00:00,0.68811,0.68811,0.68655,0.6867,0,0
2014-10-15,20:00:00,0.68688,0.68688,0.68197,0.68353,0,0
2014-10-15,21:00:00,0.68354,0.68666,0.68293,0.68652,0,0
2014-10-15,22:00:00,0.68652,0.68849,0.68622,0.6883,0,0
2014-10-15,23:00:00,0.6883,0.68866,0.68732,0.68772,0,0
2014-10-15,23:59:00,0.6877,0.68793,0.68683,0.68739,0,0
2014-10-16,01:00:00,0.68728,0.68753,0.68616,0.68623,0,0
2014-10-16,02:00:00,0.68615,0.68647,0.68495,0.68577,0,0
2014-10-16,03:00:00,0.6858,0.68663,0.68516,0.68564,0,0
2014-10-16,04:00:00,0.68563,0.68644,0.68511,0.68637,0,0
2014-10-16,05:00:00,0.68625,0.6863,0.68489,0.68572,0,0
2014-10-16,06:00:00,0.68572,0.68603,0.6852,0.68555,0,0
2014-10-16,07:00:00,0.68555,0.68569,0.68522,0.68532,0,0
2014-10-16,08:00:00,0.68533,0.68638,0.68529,0.68609,0,0
2014-10-16,09:00:00,0.68605,0.68635,0.68464,0.68528,0,0
2014-10-16,10:00:00,0.68529,0.68585,0.6841,0.6848,0,0
2014-10-16,11:00:00,0.6848,0.68491,0.68212,0.68225,0,0
2014-10-16,12:00:00,0.68221,0.6828,0.68,0.68183,0,0
2014-10-16,13:00:00,0.68191,0.68473,0.68191,0.6838,0,0
2014-10-16,14:00:00,0.6838,0.68402,0.68284,0.68354,0,0
2014-10-16,15:00:00,0.68363,0.68373,0.68121,0.68274,0,0
2014-10-16,16:00:00,0.68274,0.68518,0.68247,0.68469,0,0
2014-10-16,17:00:00,0.68474,0.68628,0.68391,0.6859,0,0
2014-10-16,18:00:00,0.68585,0.68617,0.68375,0.68429,0,0
2014-10-16,19:00:00,0.68429,0.68494,0.68368,0.68419,0,0
2014-10-16,20:00:00,0.68421,0.685,0.68393,0.68409,0,0
2014-10-16,21:00:00,0.68417,0.68501,0.68401,0.68471,0,0
